"ID","Language_ID","Primary_Text","Analyzed_Word","Gloss","Translated_Text","Meta_Language_ID","LGR_Conformance","Comment","LGR_Conformance_Level","Language_Name","Abbreviations","Corpus_Reference","Source","Contribution_ID"
"otc1-11_tci20120909v-06_masis-a2581","wara1294","kabe miyatha kwot fof kwakonzrmth","masis	ane	fof	kabe	miyatha	kwot	fof	kwa\ko/nzrmth","matches	DEM	EMPH	people	knowledge	properly	EMPH	2|3PL:RPST:DUR\speak","People then found out that they call them matches.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2582","wara1294","zane keke kidn rä zane keke zfth mni rä","zane	keke	kidn	\rä/	zane	keke	zfth	mni	\rä/","DEM:PROX	NEG	mythical_fire	3SG.F:NPST:IPFV\be	DEM:PROX	NEG	tree_base	fire	3SG.F:NPST:IPFV\be","They have nothing do with the kidn fire.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2583","wara1294","zane katan mninzo rä bänema sukufa o mni bänema fof","zane	katan	mni	=nzo	\rä/	bäne	=ma	sukufa	o	mni	bäne	=ma	fof","DEM:PROX	small	fire	=ONLY	3SG.F:NPST:IPFV\be	PH.ABS	=CHAR	tobacco	or	fire	PH.ABS	=CHAR	EMPH","This small fire is used for smoking tobacco or making a fire.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2585","wara1294","anema zane rä fof","ane	=ma	zane	\rä/	fof","DEM	=CHAR	DEM:PROX	3SG.F:NPST:IPFV\be	EMPH","It is for these things.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2586","wara1294","fi zöbthé efothen mane thfrärm siria wtri thfrärm","fi	zöbthé	efoth	=en	mane	thf\rä/rm	siria	wtri	thf\rä/rm","but	first	day	=LOC	which	2|3PL:PST:DUR\be	serious	fear	2|3PL:PST:DUR\be","But in the past, people were afraid.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2587","wara1294","wtri kafar nima ""bomb o kma bomb zfrärm?""","wtri	kafar	nima	bomb	o	kma	bomb	zf\rä/rm","fear	big	like_this	bomb	or	POT	bomb	3SG.F:PST:DUR\be","They were really scared ""Is it a bomb or could it be a bomb?""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2588","wara1294","nimame fof","nima	=me	fof","like_this	=INS	EMPH","That's how it was.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2589","wara1294","keke kafar kwark miyatha thfrärm nima ane rokar. ane timen bana nima","keke	kafar	kwark	miyatha	thf\rä/rm	nima	ane	rokar	ane	time	=en	bana	nima","NEG	big	deceased	knowledge	2|3PL:PST:DUR\be	like_this	DEM	thing	DEM	time	=LOC	pitiful	like_this","The old people did not really know about those things at the time.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2591","wara1294","nzenme ŋafyé o nafanme ŋafyé mane erära keke miyatha nä skul keke eyaka bobo","nzenme	ŋafe	=é	o	nafanme	ŋafe	=é	mane	e\rä/ra	keke	miyatha	nä	school	keke	e\yak/a	bobo","1NSG.POSS	father	=ERG.NSG	or	3NSG.POSS	father	=ERG.NSG	which	2|3PL:PST:IPFV\be	NEG	knowledge	INDF	school	NEG	2|3PL:PST:IPFV\walk	MED:ALL","Our fathers did not know and they did not go to school.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2592","wara1294","mobo ra nä keke aunege zanthorath o","mobo	ra	nä	keke	aunege	zan\thor/ath	o","where.ALL	what.ABS	INDF	NEG	knowledge	2|3PL>3SG.F:PST:PFV:VENT\carry	or","There was no knowledge about this.","stan1293","WORD_ALIGNED","aunege is a Motu loanword meaning 'knowledge'","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2594","wara1294","knowledge nä keke zanthorath","knowledge	nä	keke	zan\thor/ath","knowledge	INDF	NEG	2|3PL>3SG.F:PST:PFV:VENT\carry","Nothing was known abouth this.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2595","wara1294","miyamr ane thfrärm fi fof zane mane wtri thfrärm","miyamr	ane	thf\rä/rm	fi	fof	zane	mane	wtri	thf\rä/rm","ignorance	DEM	2|3PL:PST:DUR\be	but	EMPH	DEM:PROX	which	fear	2|3PL:PST:DUR\be","They did not know about it, so they were afraid of it.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2597","wara1294","nafanme nabawan efoth ane fof rera ane masi fthé nafa themarath fof","nafanme	nambawan	efoth	ane	fof	\rä/ra	ane	masis	fthé	nafa	the\mar/ath	fof","3NSG.POSS	first	day	DEM	EMPH	3SG.F:PST:IPFV\be	DEM	matches	when	3NSG.ERG	2|3PL>2|3PL:PST:PFV\see	EMPH","It was their first time to see matches.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2599","wara1294","anema nä katan zokwasi nimamenzo fof zfrä nzone katan masisma","ane	=ma	nä	katan	zokwasi	nima	=me	=nzo	fof	zf\rä/	nzone	katan	masis	=ma","DEM	=CHAR	INDF	small	speech	like_this	=INS	=ONLY	EMPH	3SG.F:RPST:IPFV\be	1SG.POSS	small	matches	=CHAR","That was the small story about these small matches.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2600","wara1294","ane mnima zöbthé mane zukonzrmth kidn o zfth mni","ane	mni	=ma	zöbthé	mane	zu\ko/nzrmth	kidn	o	zfth	mni","DEM	fire	=CHAR	first	which	2|3PL>3SG.F:PST:DUR\speak	mythical_fire	or	tree_base	fire","They used to call these kidn fire or zfth fire.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2601","wara1294","masis ane zöbthé zafe kabeyé thfkonzrmth fof","masis	ane	zöbthé	zafe	kabe	=é	thf\ko/nzrmth	fof","matches	DEM	first	old	people	=ERG.NSG	2|3PL>2|3PL:PST:DUR\speak	EMPH","The old people used to call matches by those terms.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-11_tci20120909v-06_masis-a2602","wara1294","eso kafar bramöwä yarizsima eso","eso	kafar	bramöwä	yariz	-si	=ma	eso","thanks	big	all	hear	-NMLZ	=CHAR	thanks","Thank you all for listening. Thank you!","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a718","wara1294","zena mane hunting story kwa ŋatrikwé trikasi","zena	mane	hunting	story	kwa	ŋa\trik/wé	trikasi","now	which	hunt	story	FUT	1SG:NPST:IPFV\tell	story","I will tell a hunting story now,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a720","wara1294","fiyafma trikasi nima","fiyaf	=ma	trikasi	nima","hunt	=CHAR	story	like_this","a story about hunting.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a721","wara1294","ni masun nzwamnzrm","ni	masu	=en	nzwa\m/nzrm","1NSG	Masu	=LOC	1PL:PST:DUR\sit","We were living in Masu.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a722","wara1294","wati alice riley fi katakatan thfrnm","wati	alice	riley	fi	kata~	katan	thf\rn/m","then	Alice	Riley	3.ABS	REDUP~	small	2|3DU:PST:DUR\be","Alice and Riley were small.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a723","wara1294","nzenme camp bä zfrärm bä bäne rä brä","nzenme	camp	bä	zf\rä/rm	bä	bäne	\rä/	b=	\rä/","1NSG.POSS	camp	MED	3SG.F:PST:DUR\be	MED	PH.ABS	3SG.F:NPST:IPFV\be	MED=	3SG.F:NPST:IPFV\be","Our camp was that place,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a725","wara1294","ausi kam ane faf zn","ausi	kam	ane	faf	zn","old_woman	bone	DEM	yard	place","at the old woman's place.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a726","wara1294","biskar ŋarake fä zwarärm","biskar	ŋarake	fä	zwa\rä/rm","cassava	garden	DIST	3SG.F.IO:PST:DUR\be","She used to have cassava garden there.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a727","wara1294","paituaf nzräkor nzä fiyafr wiyak","paitua	=f	nzrä\kor/	nzä	fiyaf	=r	w\yak/","old_man	=ERG.SG	2|3SG>1PL:IRR:PFV\speak	1SG.ABS	hunt	=PURP	1SG:NPST:IPFV\walk","Father said to us ""I'll go hunting"".","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a729","wara1294","afa sande zefara fiyafr","afa	sande	ze\far/a	fiyaf	=r","father	Sunday	SG:PST:PFV\set_off	hunt	=PURP","It was on Sunday. Father set off to go hunting.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a732","wara1294","boba wazi kuf boba rä","boba	wazi	kuf	boba	\rä/","MED:ABL	side	PLN	MED:ABL	3SG.F:NPST:IPFV\be","He went across the river to Kuf.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a734","wara1294","fä emoth fäth thfamnzrm","fä	emoth	fäth	thfa\m/nzrm","DIST	girl	DIM	2|3PL:PST:DUR\sit","Some young girls were living there,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a735","wara1294","ksi kar emoth fäth","ksi	kar	emoth	fäth","grassland	place	girl	DIM","bush girls.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a736","wara1294","wati afa mane zefara byé","wati	afa	mane	ze\far/a	b=	\yé/","then	father	which	SG:PST:PFV\set_off	MED=	3SG.M:NPST:IPFV\be","As father departed,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a737","wara1294","ruga ane sathkäfa ŋathame","ruga	ane	sa\thkäf/a	ŋatha	=me","pig	DEM	SG>3SG.M:PST:PFV\start	dog	=INS","he began hunting for pigs with his dogs.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a739","wara1294","ŋathayé sathkäfath sfaruthrmth","ŋatha	=é	sa\thkäf/ath	sfa\ru/thrmth","dog	=ERG.NSG	2|3PL>3SG.M.IO:PST:PFV\start	2|3PL>3SG.M.IO:PST:DUR\bark","The dogs started barking (at the pigs).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a741","wara1294","ane fathnzo zfrärm wämne keke","ane	fath	=nzo	zf\rä/rm	wämne	keke","DEM	clear_place	=ONLY	3SG.F:PST:DUR\be	tree	NEG","This was a clear place without trees,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a742","wara1294","dödönzo","dödö	=nzo","melaleuca_species	=ONLY","only dödö bushes.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a743","wara1294","dödö maneme ŋarenwre fath","dödö	mane	=me	ŋa\ren/wre	fath","melaleuca_species	which	=INS	1PL:NPST:IPFV\sweep	clear_place","Thsh dödö which we use as a broom.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a744","wara1294","ane frnzo zfrärm","ane	fr	=nzo	zf\rä/rm","DEM	post	=ONLY	3SG.F:PST:DUR\be","Only those bushes were there.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a745","wara1294","watik afaf ane ruga sathkäfa dunzi fof","wati	afa	=f	ane	ruga	sa\thkäf/a	dunzi	fof","then	father	=ERG.SG	DEM	pig	SG>3SG.M:PST:PFV\start	arrow	EMPH","Then father aimed with his bow and arrow,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a747","wara1294","sfruthrm","sf\ru/thrm","SG>3SG.M:PST:DUR\shoot","and he shot it.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a748","wara1294","dunzime sfruthrm","dunzi	=me	sf\ru/thrm","arrow	=INS	SG>3SG.M:PST:DUR\shoot","He kept on shooting at it with arrows.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a749","wara1294","watik, srethkäf yruthr srägathif","wati	sre\thkäf/	y\ru/thr	srä\gathif/","then	2|3SG>3SG.M:IRR:PFV\start	2|3SG>3SG:NPST:IPFV\shoot	2|3SG>3SG.M:IRR:PFV\leave","He shots it and left it there.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a752","wara1294","wati, foba krekaris emothemoth ane ksi kar emoth thwanorm","wati	foba	kre\karis/	emoth~	emoth	ane	ksi	kar	emoth	thwa\nor/m","then	DIST:ABL	2|3SG:IRR:PFV\hear	REDUP~	girl	DEM	grassland	place	girl	2|3PL:PST:DUR\shout","Then he heard these girls. These bush girls were shouting.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a753","wara1294","okay, nafa nima afan swarärm","okay	nafa	nima	afa	=n	swa\rä/rm","okay	3NSG.ERG	like_this	father	=DAT.SG	3SG.M.IO:PST:DUR\be","Okay, there doing this but father thought to himself","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a755","wara1294","""bäiŋam ŋafethm kma rära""","bäiŋam	ŋafethm	kma	\rä/ra","exchange_aunt	paternal_aunt	POT	3SG.F:PST:IPFV\be","""This could be my aunt and my uncle.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a756","wara1294","pilipanme ŋame","pilip	=aneme	ŋame","Phillip	=POSS.NSG	mother","Phillip's mother,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a757","wara1294","nafaemoth fefe","nafa-	emoth	fefe","3.POSS-	girl	really","his sister really.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a758","wara1294","fi kma rära","fi	kma	\rä/ra","3.ABS	POT	3SG.F:PST:IPFV\be","""It could be her.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a759","wara1294","wati, mane yaniyaka zyé","wati	mane	yan\yak/a	z=	\yé/","then	which	3SG.M:PST:IPFV:VENT\come	PROX=	3SG.M:NPST:IPFV\be","Then he came back","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a760","wara1294","nzenm nzrätrif","nzenm	nzrä\trif/","1NSG.DAT	2|3SG>1PL.IO:IRR:PFV\tell","and he told us,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a761","wara1294","ruga bä ythn","ruga	bä	y\thn/","pig	MED	3SG.M:NPST:IPFV\lie_down","""The pig is lying there.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a762","wara1294","ni nafä nzfrärm sitauane emoth nima","ni	nafä	nzf\rä/rm	sitau	=ane	emoth	nima","1NSG	3PL.ASSOC	1PL:PST:DUR\be	PN	=POSS.SG	sister	like_this","We were together with Sitau's sister","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a764","wara1294","mane zokofo wämnzr dayr","mane	zoko	=fo	wä\m/nzr	dayr","which	Tokwa	=ALL	3SG.F:NPST:IPFV\sit	Dayr","Dayér, who is now living in Tokwa.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a765","wara1294","dayr fthé emoth zfrä","dayr	fthé	emoth	zf\rä/","Dayr	when	girl	3SG.F:RPST:IPFV\be","Dayér wasn't married then.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a766","wara1294","watik fobo sräthor","wati	fobo	srä\thor/","then	DIST:ALL	3SG.M:IRR:PFV\appear","He arrived there.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a768","wara1294","afa nzrätrif","afa	nzrä\trif/","father	2|3SG>1PL.IO:IRR:PFV\tell","Father told us,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a769","wara1294","ruga z nzifnzé yabun yayabun yabun yabun","ruga	z	nz=	y\fn/nzé	yabun	ya~	yabun","pig	IAM	IPST=	1SG>3SG.M:NPST:IPFV\hit	big	REDUP~	big","""I just killed a pig, a huge one!","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a770","wara1294","keke kwa monme ynznzrm","keke	kwa	mon	=me	yn\zä/nzrm","NEG	FUT	how	=INS	SG>3SG.M:RPST:DUR:VENT\carry","How will I carry it?","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a771","wara1294","nimäwä fi ra bä nzänor","nima	=wä	fi	ra	bä	nz=	ä\nor/","like_this	=EMPH	3.ABS	what.ABS	MED	IPST=	2|3PL:NPST:IPFV\shout","also what was shouting there?","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a772","wara1294","ra emoth emoth ane nzänor","ra	emoth~	emoth	ane	nz=	ä\nor/","what.ABS	REDUP~	girl	DEM	IPST=	2|3PL:NPST:IPFV\shout","Which girls were just shouting there?","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a773","wara1294","ksi kar emothemoth","ksi	kar	emoth~	emoth","grassland	place	REDUP~	girl","those bushgirls?""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a774","wara1294","watik, nzrämes ni yakyakme bnrä","wati	nzrä\mes/	ni	yak~	yakme	b=	n\rä/","then	2|3SG>1PL:IRR:PFV\bring	1NSG	REDUP~	quickly	MED=	1PL:NPST:IPFV\be","Then he took us there. We walked quickly.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a776","wara1294","yakme ane bäne ruga yfränzre","yakme	ane	ruga	y\frä/nzre","quickly	DEM	pig	1PL>3SG.M:NPST:IPFV\singe_off","We burned the fur off the pig.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a778","wara1294","afa fi miyamr ykwasi","afa	fi	miyamr	ykwa	-si","father	3.ABS	ignorance	cut_meat	-NMLZ","Father didn't know how to cut it up.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a780","wara1294","nzefnzo, nzefé ane thfkathrm ruga","nzefé	=nzo	nzefé	ane	th\fka/thrm	ruga","1SG.ERG.EMPH	=ONLY	1SG.ERG.EMPH	DEM	SG>2|3PL:PST:DUR\peel	pig","Only me, I was cutting the pigs.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a781","wara1294","wati, afaf kwräkor yakme skwathé ykwathé","wati	afa	=f	kwrä\kor/	yakme	s\kwath/é	y\kwath/é","then	father	=ERG.SG	2|3SG>1SG:IRR:PFV\speak	quickly	2SG>3SG.M:IMP:IPFV\cut_meat	1SG>3SG.M:NPST:IPFV\cut_meat","Father told me: ""Cut up the pig quickly!""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a782","wara1294","sräbthé ŋawathknwre","srä\bth/é	ŋa\wathkn/wre","1SG>3SG.M:IRR:PFV\finish	1PL:NPST:IPFV\pack_up","I finished it and we packed it up.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a784","wara1294","riley alice fi zbo thwamnzrm","riley	alice	fi	zbo	thwa\m/nzrm","Riley	Alice	3.ABS	PROX:ALL	2|3PL:PST:DUR\sit","Riley and Alice were staying here,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a787","wara1294","ausi kam fof rä bobo mane wämnzr","ausi	kam	fof	\rä/	bobo	mane	wä\m/nzr","old_woman	bone	EMPH	3SG.F:NPST:IPFV\be	MED:ALL	which	3SG.F:NPST:IPFV\sit","where the old woman is living.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a788","wara1294","wämnzr mnzen","wä\m/nzr	mnz	=en","3SG.F:NPST:IPFV\sit	house	=LOC","She stayed in the house.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a789","wara1294","naf thfamonegrnm","naf	thfa\moneg/rnm","3SG.ERG	SG>2|3DU:PST:DUR\take_care","She was looking after them.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a790","wara1294","wati kufraru ane afaf ertmakwa mrrabma","wati	kufraru	ane	afa	=f	e\rtmak/wa	mrrab	=ma","then	bamboo_flute	DEM	father	=ERG.SG	SG>2|3PL:PST:IPFV\cut	small_bamboo	=CHAR","Father made a flute from the small bamboo.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a792","wara1294","kwa efsgwre ""ku"" fthé faso nima lucky fthé thrarä bafen","kwa	e\fsg/wre	ku	fthé	faso	nima	lucky	fthé	thra\rä/	baf	=en","FUT	1PL>2|3PL:NPST:IPFV\blow	***	when	meat	like_this	lucky	when	2|3PL:IRR:IPFV\be	PH	=LOC","In those days we blew these (flutes) - ‘kuuuuu’ - when we had hunting luck.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a796","wara1294","yabun faso nima ruga o yem","yabun	faso	nima	ruga	o	yem","big	meat	like_this	pig	or	cassowary","When we got big animals like pigs or cassowaries,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a798","wara1294","ra fthé srafnzth kafar","ra	fthé	sra\fn/nzrth	kafar","what.ABS	when	2|3PL>3SG.M:IRR:IPFV\hit	big","when we killed something big.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a799","wara1294","wati ane bafen ka wfsgwrth ane kufraru","wati	ane	baf	=en	kwa	w\fsg/wrth	ane	kufraru","then	DEM	PH	=LOC	FUT	2|3PL>3SG.F:NPST:IPFV\blow	DEM	bamboo_flute","That's when we blow the kufraru flute.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a801","wara1294","kufraru keke","kufraru	keke","bamboo_flute	NEG","Oh, it's not the kufraru.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a802","wara1294","bäne rä mrab bäne fof rä turatura ertmakwr wati kwa wfsgwrth","bäne	\rä/	mrrab	bäne	fof	\rä/	turatura	e\rtmak/wr	wati	kwa	w\fsg/wrth","PH.ABS	3SG.F:NPST:IPFV\be	small_bamboo	PH.ABS	EMPH	3SG.F:NPST:IPFV\be	bamboo_flute	2|3SG>2|3PL:NPST:IPFV\cut	then	FUT	2|3PL>3SG.F:NPST:IPFV\blow","It's the other one made from the small bamboo, the turatura flute. That's the one we blew.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a803","wara1294","kufraruthatha ...","kufraru	=thatha","bamboo_flute	=SIMIL","It is similar to the kufraru flute.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a804","wara1294","turatura mrrabma kwa wrtmakwrth.","turatura	mrrab	=ma	kwa	w\rtmak/wrth","bamboo_flute	small_bamboo	=CHAR	FUT	2|3PL>3SG.F:NPST:IPFV\cut","They cut the turatura flute from the small bamboo.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a806","wara1294","ane zunfsgwrame","ane	zun\fsg/wrme","DEM	1PL>3SG.F:PST:DUR:VENT\blow","That's the one we were blowing.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a807","wara1294","eee wati","e	wati","until	then","up until (home).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a808","wara1294","railey katakatan sfrärm fi yarekarä alice ŋakwire ""nzenme afaf ruga weto kwarärm""","riley	kata~	katan	sf\rä/rm	fi	yare	=karä	alice	ŋa\kwir/e	nzenme	afa	=f	ruga	weto	kwa\rä/rm","Riley	REDUP~	small	3SG.M:PST:DUR\be	3.ABS	bag	=PROP	Alice	1PL:NPST:IPFV\run	1NSG.POSS	father	=ERG.SG	pig	joy	SG>1SG:PST:DUR\do","Riley was still very small, he was in the baby basket. Alice was running around saying ""Our father is making me happy.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a809","wara1294","wati ynzänzake bobo brä yrzathake","wati	yn\zä/nzake	bobo	b=	\rä/	y\rza/thake","then	1PL>3SG.M:PST:IPFV:VENT\carry	MED:ALL	MED=	3SG.F:NPST:IPFV\be	1PL>3SG.M:PST:IPFV\bake","So we carried back the pig and we baked it in the oven.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-12_tci20120821a-02_fiyaf_trikasi-a811","wara1294","wati äkwathake nima","wati	ä\kwa/thake	nima","then	1PL>2|3PL.IO:PST:IPFV\cut_meat	like_this","We cut the meat for them.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
